,CIK,FILING_DATE,SUBMISSION_TYPE,OFFERINGAMOUNT,PROGRESSUPDATE,NATUREOFAMENDMENT,MAXIMUMOFFERINGAMOUNT,CURRENTEMPLOYEES,TOTALASSETMOSTRECENTFISCALYEAR,TOTALASSETPRIORFISCALYEAR,CASHEQUIMOSTRECENTFISCALYEAR,CASHEQUIPRIORFISCALYEAR,ACTRECEIVEDRECENTFISCALYEAR,ACTRECEIVEDPRIORFISCALYEAR,SHORTTERMDEBTMRECENTFISCALYEAR,SHORTTERMDEBTPRIORFISCALYEAR,LONGTERMDEBTRECENTFISCALYEAR,LONGTERMDEBTPRIORFISCALYEAR,NETINCOMEMOSTRECENTFISCALYEAR,NETINCOMEPRIORFISCALYEAR,Form_C_Number,Funding_Success
3584,1757431,2018-10-30,C,35000.0,,,107000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3587,1754712,2018-10-30,C,800000.0,,,1070000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3590,1757440,2018-10-31,C,10000.0,,,107000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3591,1756034,2018-10-31,C,10000.0,,,100000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3594,1757069,2018-10-31,C,55000.0,,,107000.0,2.0,25593.0,0.0,25593.0,0.0,0.0,0.0,4358.0,0.0,0.0,0.0,-28875.0,0.0,1,1
3597,1757511,2018-11-01,C,10000.0,,,1070000.0,5.0,27003.0,19151.26,17745.28,11513.3,2854.0,5167.05,1379.63,285.5,34924.82,33331.0,-93282.7,-52545.08,1,1
3600,1757292,2018-11-01,C,10000.0,,,100000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3602,1644450,2018-11-02,C,10000.0,,,1070000.0,25.0,6588.0,6470.0,6588.0,6470.0,0.0,0.0,36171.0,28843.0,17497.0,50434.0,-1107.0,7395.0,1,0
3605,1720035,2018-11-02,C,25000.0,,,107000.0,10.0,3177998.83,2687598.42,888504.8300000002,385616.18,16205.0,16307.82,1624596.65,1310135.13,850000.0,5395932.14,-413194.83,-412992.88,1,1
3606,1754192,2018-11-02,C,25000.0,,,1070000.0,7.0,544190.0,0.0,251004.0,0.0,101491.0,0.0,955473.0,0.0,0.0,0.0,-430823.0,0.0,1,0
3607,1757722,2018-11-02,C,25000.0,,,1000000.0,5.0,6486.0,60273.0,6277.0,20804.0,209.0,28334.0,133432.0,63965.0,294960.0,55000.0,-363332.0,-16345.0,1,0
3608,1757464,2018-11-02,C,10000.0,,,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3616,1756176,2018-11-05,C,200000.0,,Lower maximum offering amount; change closing date,1070000.0,6.0,165362.0,175293.0,152821.0,175293.0,0.0,0.0,117323.0,2370.0,400000.0,200000.0,-324875.0,-52591.0,1,1
3614,1757042,2018-11-05,C,50000.0,,,275000.0,0.0,23842.0,0.0,40.0,0.0,0.0,0.0,59193.0,0.0,0.0,0.0,-57745.0,0.0,1,1
3617,1757879,2018-11-05,C,51000.0,,,107000.0,2.0,3618.0,0.0,2143.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,-8832.0,0.0,1,0
3618,1755583,2018-11-05,C,9995.8,,,1069993.4,2.0,8841.0,9407.0,8279.0,9030.0,0.0,0.0,4084.0,1060.0,0.0,0.0,27009.0,57595.0,1,1
3621,1737242,2018-11-06,C,75000.0,,,250000.0,4.0,52264.0,0.0,24139.0,0.0,0.0,0.0,0.0,0.0,60000.0,0.0,-15736.0,0.0,1,1
3637,1757842,2018-11-08,C,9999.84,,,1069999.68,12.0,63308.0,37960.0,51875.0,30900.0,0.0,0.0,0.0,0.0,0.0,0.0,-726609.0,-714900.0,1,1
3638,1755391,2018-11-08,C,10000.0,,,107000.0,10.0,1254431.0,928698.0,152278.0,87096.0,23364.0,86621.0,343341.0,441496.0,176126.0,148468.0,-59975.0,-361045.0,1,1
3639,1757969,2018-11-08,C,10000.36,,,106998.4,3.0,176423.0,191095.0,7037.0,9687.0,0.0,0.0,0.0,0.0,1415563.0,1326363.0,-252672.0,-403408.0,1,1
3640,1756562,2018-11-08,C,60000.0,,,107000.0,0.0,671000.0,500000.0,8000.0,5000.0,0.0,0.0,0.0,0.0,574000.0,574000.0,0.0,0.0,1,1
3641,1757804,2018-11-09,C,200000.0,,,1070000.0,1.0,22617.0,6621.0,22617.0,6621.0,0.0,0.0,0.0,0.0,0.0,0.0,-21503.0,-6880.0,1,1
3647,1758493,2018-11-13,C,20000.0,,,30000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3648,1758696,2018-11-13,C,25000.0,,,107000.0,5.0,602366.0,269090.0,508835.0,185711.0,4150.0,0.0,306852.0,10501.0,653000.0,295500.0,-420575.0,-125266.0,1,1
3649,1758649,2018-11-13,C,9999.88,,,106999.86,2.0,0.0,29765.0,0.0,6801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5302.0,1,1
3650,1651778,2018-11-13,C,10000.0,,,1070000.0,5.0,907959.0,597652.0,34449.0,12067.0,85406.0,31342.0,0.0,0.0,0.0,0.0,1114087.0,982694.0,1,1
3655,1753666,2018-11-13,C,1000.0,,,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3657,1757903,2018-11-13,C,500000.0,,,1000000.0,7.0,1691192.0,1726678.0,305936.0,183974.0,157419.0,191526.0,323262.0,265283.0,528042.0,532075.0,508325.0,241048.0,1,0
3659,1757811,2018-11-13,C,10000.0,,,107000.0,4.0,27502.0,8023.0,27502.0,8023.0,0.0,0.0,0.0,319.0,8022.48,8023.0,-38520.48,-48319.0,1,0
3662,1751277,2018-11-14,C,10000.0,,,107000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3663,1637604,2018-11-14,C,25000.0,,,1070000.0,1.0,1123498.0,952572.0,88934.0,73463.0,225342.0,23221.0,413587.0,178739.0,1849752.0,1205071.0,-1160038.0,-1160038.0,1,0
3664,1756298,2018-11-14,C,9998.08,,,107000.0,10.0,0.0,102995.0,0.0,1578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3005.0,1,0
3669,1757449,2018-11-15,C,10020.0,,,1069980.0,3.0,875499.0,131228.0,733996.0,119585.0,0.0,0.0,0.0,0.0,1000000.0,0.0,-478786.0,-389464.0,1,1
3671,1758096,2018-11-15,C,9997.0,,,106996.5,15.0,102477.0,104701.0,18266.0,92527.0,0.0,0.0,97962.0,6969.0,0.0,0.0,-156033.0,-98252.0,1,0
3673,1758831,2018-11-15,C,50000.0,,,75000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3675,1758135,2018-11-15,C,25000.0,,,107000.0,2.0,32604.94,18110.56,30783.94,16289.56,0.0,0.0,53842.24,14.73,0.0,0.0,-59951.98,-21342.91,1,1
3681,1755378,2018-11-16,C,25000.0,,,500000.0,1.0,51064.0,2624.0,14468.0,1044.0,0.0,0.0,74934.0,49132.0,28089.0,1321.0,-51959.0,-47829.0,1,0
3678,1757463,2018-11-16,C,10000.0,,,1070000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3682,1759058,2018-11-16,C,9996.0,,,1069994.45,5.0,877861.74,62727.5,392773.01,198.4,427430.2,23907.12,76652.26,0.0,280490.0,0.0,-457991.98,-67906.25,1,0
3685,1759481,2018-11-19,C,10000.0,,,1070000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3688,1740142,2018-11-19,C,10000.0,,,1070000.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3687,1756405,2018-11-19,C,10000.0,,,107000.0,2.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,1,0
3689,1737190,2018-11-19,C,9999.78,,,106999.62,5.0,16030.0,20953.0,745.0,895.0,0.0,0.0,0.0,0.0,1495771.0,1012742.0,-486492.0,-454673.0,1,0
3690,1759087,2018-11-19,C,9990.0,,,106995.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3702,1759483,2018-11-20,C,10000.0,,,1070000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3703,1759332,2018-11-20,C,9999.96,,Changed the offering deadline to 12/21/2018,106998.57,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3714,1757078,2018-11-21,C,50000.0,,,200000.0,1.0,9258.0,13237.0,7137.0,10324.0,0.0,0.0,0.0,18704.0,0.0,0.0,-34369.0,-38245.0,1,0
3716,1748069,2018-11-21,C,50000.0,,,1070000.0,3.0,87219.0,89679.0,28774.0,20003.0,0.0,0.0,43363.0,42217.0,12000.0,17909.0,18992.0,-6677.0,1,1
3718,1346346,2018-11-23,C,100000.0,,,1070000.0,7.0,1670664.0,1056636.0,373542.0,1627.0,32528.0,63.0,882565.0,1580111.0,382631.0,9191.0,84634.0,585908.0,1,1
3719,1617350,2018-11-23,C,50000.0,,,107000.0,2.0,32552.0,40705.0,12281.0,10740.0,0.0,0.0,509328.0,85732.0,0.0,0.0,-648333.0,-517869.0,1,0
3720,1754146,2018-11-26,C,1000.0,,,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3724,1754594,2018-11-27,C,50000.0,,,107000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3730,1759620,2018-11-27,C,25000.0,,,107000.0,0.0,133181.12,94724.95,54543.22,27213.86,21508.5,2791.6,3968.78,2414.4,220366.34,178003.0,-115343.0,-102526.0,1,1
3731,1759084,2018-11-27,C,10000.0,,,107000.0,4.0,55404.58,0.0,11634.72,0.0,0.0,0.0,0.0,0.0,31448.18,0.0,-36083.6,0.0,1,1
3732,1758188,2018-11-27,C,550000.0,,,880000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3733,1757183,2018-11-28,C,10000.0,,,107000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3738,1746684,2018-11-29,C,10000.0,,,107000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3739,1760071,2018-11-29,C,10000.5,,,1069999.5,3.0,80484.0,121833.0,9284.0,33033.0,0.0,0.0,338052.0,287618.0,0.0,0.0,-104611.0,9227.0,1,1
3741,1759621,2018-11-29,C,50000.0,,,750000.0,1.0,77418.0,93491.0,100.0,100.0,0.0,103.0,21112.0,16033.0,0.0,0.0,-21152.0,-42144.0,1,0
3742,1756109,2018-11-29,C,25000.0,,,1070000.0,2.0,10070.0,0.0,10070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3746,1760453,2018-11-30,C,10000.0,,,40000.0,1.0,31707.0,25840.0,3373.0,5065.0,0.0,0.0,2400.0,0.0,5027.0,2292.0,-7791.0,-8187.0,1,1
3747,1759704,2018-11-30,C,50000.0,,,500000.0,4.0,120375.77,0.0,57014.77,0.0,2500.0,0.0,19081.07,0.0,66642.6,0.0,-63350.07,0.0,1,0
3751,1760049,2018-12-03,C,25000.0,,,107000.0,2.0,711421.0,0.0,711421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2125.0,0.0,1,1
3753,1755873,2018-12-03,C,25000.0,,,1070000.0,1.0,1941.0,0.0,1941.0,0.0,0.0,0.0,7723.0,9500.0,0.0,0.0,3718.0,-1747.0,1,1
3755,1756121,2018-12-03,C,20000.0,,,30000.0,5.0,42421.0,0.0,19145.0,0.0,21000.0,0.0,0.0,0.0,39000.0,0.0,164.0,0.0,1,0
3756,1756092,2018-12-03,C,75000.0,,,150000.0,1.0,2707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3757,1757485,2018-12-03,C,10000.0,,,107000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3759,1760165,2018-12-03,C,50000.0,,,107000.0,1.0,154.91,18961.35,22.93,18829.37,0.0,0.0,-16530.0,0.0,0.0,0.0,-2276.44,18957.36,1,0
3762,1741756,2018-12-04,C,10000.0,,,1070000.0,5.0,13035.0,13708.0,1000.0,6208.0,9500.0,0.0,0.0,0.0,0.0,0.0,-22923.0,-23076.0,1,0
3764,1760620,2018-12-04,C,10000.0,,,100000.0,1.0,11369.0,0.0,11369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23631.0,0.0,1,0
3765,1760502,2018-12-04,C,9998.64,,,1069998.66,6.0,1443108.0,2078843.0,6994.0,111877.0,0.0,6341.0,195407.0,119921.0,3861000.0,3861000.0,-2372490.0,-2482996.0,1,0
3768,1757445,2018-12-04,C,35000.0,,"Extension of offer, updating disclosures and adding financials.",107000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3769,1757102,2018-12-04,C,10000.0,,,575000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3770,1760408,2018-12-05,C,10000.0,,,1000000.0,12.0,120952.0,167.0,3000.0,167.0,0.0,0.0,0.0,650.0,129396.0,299739.0,291778.0,-414.0,1,0
3817,1760408,2018-12-11,C,150000.0,,"Lowering minimum target offering amount to $50,000. Changing use of proceeds.",300000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0
3775,1759516,2018-12-06,C,25000.0,,,107000.0,3.0,288686.0,232296.0,8549.0,2953.0,30255.0,0.0,174170.0,102018.0,95520.0,131334.0,33869.0,5793.0,1,1
3776,1758447,2018-12-06,C,200000.0,,,500000.0,20.0,330518.0,409221.0,82161.0,109691.0,140730.0,183626.0,347216.0,424560.0,1916325.0,1784404.0,-133279.0,-281470.0,1,0
3777,1757857,2018-12-06,C,300000.0,,,535000.0,1.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3778,1760318,2018-12-06,C,25000.0,,,107000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3782,1746474,2018-12-06,C,50000.0,,,107000.0,9.0,212942.5,0.0,113542.5,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,1,1
3792,1758128,2018-12-07,C,50000.0,,,1070000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3794,1760655,2018-12-07,C,10000.0,,,10400.0,2.0,18297.0,13495.0,12766.0,4277.0,0.0,0.0,0.0,0.0,0.0,0.0,34487.0,-86.0,1,1
3800,1321565,2018-12-10,C,10000.0,,,107000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3801,1761153,2018-12-10,C,10000.0,,,50000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3804,1760678,2018-12-10,C,10000.0,,,40000.0,10.0,56115.0,55936.0,10745.0,21736.0,0.0,0.0,7415.0,20802.0,0.0,0.0,-22095.0,18771.0,1,1
3807,1760160,2018-12-10,C,25000.0,,,1070000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3813,1757225,2018-12-11,C,10000.0,,,1070000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3818,1759426,2018-12-11,C,10000.0,,,900000.0,12.0,120952.0,167.0,3000.0,167.0,0.0,0.0,0.0,650.0,129396.0,299739.0,291778.0,-414.0,1,0
3819,1741633,2018-12-11,C,10000.0,,,107000.0,3.0,0.0,75.0,0.0,75.0,0.0,0.0,0.0,8205.0,0.0,0.0,0.0,-8130.0,1,0
3821,1750935,2018-12-11,C,10000.0,,,107000.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3833,1757444,2018-12-13,C,9999.96,,,106999.92,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3839,1761087,2018-12-14,C,50000.0,,,107000.0,0.0,51405.38000000001,31156.48,1287.41,31156.48,0.0,0.0,8948.51,0.0,184252.4,85684.94,-140109.51,-53634.47,1,1
3840,1754591,2018-12-17,C,75000.0,,,107000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3841,1761131,2018-12-17,C,10000.0,,,107000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3844,1759306,2018-12-17,C,100002.0,,,1069998.0,3.0,54079.0,56747.0,50027.0,50296.0,0.0,2400.0,0.0,1408.0,191710.0,173213.0,-19758.0,-42438.0,1,0
3845,1757593,2018-12-17,C,99900.0,,,1065600.0,20.0,599043.0,0.0,519336.0,0.0,3750.0,0.0,36993.0,0.0,1186880.0,0.0,-663151.0,0.0,1,0
3847,1755116,2018-12-17,C,50000.0,,,500000.0,6.0,620479.0,555174.0,101135.0,88976.0,23611.0,10165.0,350556.0,288972.0,1024908.0,722457.0,-298731.0,-255468.0,1,0
3848,1740073,2018-12-17,C,400000.0,,,800000.0,1.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3852,1760170,2018-12-19,C,100000.0,,,175000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3854,1762281,2018-12-19,C,40000.0,,,107000.0,7.0,21700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3855,1759081,2018-12-19,C,9999.9,,,942552.9,12.0,280775.03,22247.49,278167.74,6428.480000000001,100.0,0.0,638084.85,1350.45,638084.85,30000.0,-488206.91,-9102.51,1,1
3858,1761240,2018-12-19,C,10000.0,,,500000.0,12.0,138310.0,118414.0,45515.0,11010.0,90195.0,105004.0,19450.0,23324.0,0.0,0.0,19896.0,16139.0,1,0
3932,1761240,2019-01-04,C,10000.0,,,1000000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0
3859,1760415,2018-12-19,C,50000.0,,Issuer is extending the length of their campaign by 60 days.,300000.0,5.0,245473.0,0.0,226269.0,0.0,0.0,0.0,4877.0,0.0,245000.0,0.0,-87419.0,0.0,1,0
3860,1762200,2018-12-19,C,9999.6,,,1069998.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3865,1762066,2018-12-20,C,10000.0,,,105000.0,1.0,30896.45,6787.650000000001,30896.45,6787.650000000001,0.0,0.0,15373.32,17062.45,50000.0,0.0,-24202.07,-12349.81,1,0
3866,1761655,2018-12-20,C,10000.0,,,107000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3867,1762067,2018-12-20,C,10050.0,,,106500.0,1.0,9211.76,4669.43,6971.16,1851.96,0.0,0.0,4339.27,2031.91,0.0,0.0,-3666.69,-3144.13,1,0
3869,1762106,2018-12-20,C,25000.0,,,107000.0,6.0,115890.0,68513.0,29947.0,61412.0,0.0,0.0,38445.0,24896.0,0.0,0.0,-1371279.0,-59383.0,1,1
3871,1702498,2018-12-20,C,50001.0,,,1000002.0,4.0,5648.0,1402.0,320.0,0.0,0.0,0.0,7762.0,1714.0,0.0,0.0,-29016.0,-312.0,1,0
3873,1762574,2018-12-21,C,50000.0,,,1070000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3875,1761779,2018-12-21,C,25000.0,,,1070000.0,11.0,97025.0,60399.0,41448.0,56059.0,45810.0,0.0,201636.0,5291.0,330180.0,158820.0,-331079.0,-103712.0,1,1
3881,1762623,2018-12-21,C,10000.0,,,107000.0,4.0,0.0,60834.0,0.0,50804.0,0.0,10030.0,0.0,0.0,0.0,0.0,0.0,-6635.0,1,1
3886,1756481,2018-12-26,C,250000.0,,,705000.0,85.0,18634.0,-21637.0,-39366.0,-66256.0,5592.0,-4667.0,302722.0,280065.0,0.0,0.0,19304.0,-20626.0,1,0
3896,1761980,2018-12-27,C,9999.94,,,99999.86,2.0,0.0,67112.06,0.0,62422.06,0.0,0.0,0.0,0.0,0.0,75119.19,0.0,-108007.13,1,1
3897,1759348,2018-12-27,C,25000.0,,,1070000.0,1.0,161.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,1,1
3898,1757098,2018-12-28,C,25000.0,,,1070000.0,1.0,9873.0,0.0,9873.0,0.0,0.0,0.0,15144.0,0.0,0.0,0.0,-5271.0,0.0,1,1
3902,1756995,2018-12-31,C,90000.0,,,107000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3903,1752130,2018-12-31,C,25000.0,,,1070000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3905,1747795,2018-12-31,C,10008.0,,,1069992.0,54.0,15302382.0,0.0,2134399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5528764.0,-80098.0,1,1
3909,1742800,2018-12-31,C,150000.0,,,250000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3910,1762807,2018-12-31,C,10000.0,,Issuer extended offering deadline,107000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3929,1760505,2019-01-03,C,9995.8,,The issuer is extending the end date of the offering.,1069993.4,2.0,8841.0,9407.0,8279.0,9030.0,0.0,0.0,4084.0,1060.0,0.0,0.0,27009.0,57595.0,1,0
3935,1620626,2019-01-04,C,25000.0,,,500000.0,3.0,31875.0,171345.0,6078.0,171345.0,0.0,0.0,35187.0,43123.0,34258.0,32000.0,-271734.0,-110997.0,1,0
3940,1718839,2019-01-04,C,10000.0,,,107000.0,12.0,385194.35,4730.41,325227.6,4730.41,0.0,0.0,72648.39,19859.17,40427.71,0.0,-230189.0,-52292.82,1,1
3941,1759355,2019-01-04,C,75000.0,,,150000.0,4.0,57313.0,0.0,46404.0,0.0,0.0,0.0,0.0,0.0,375000.0,0.0,-113179.0,0.0,1,1
3943,1762000,2019-01-07,C,25000.0,,,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3949,1760520,2019-01-07,C,25000.0,,,500000.0,1.0,20.0,0.0,20.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,-45563.0,0.0,1,1
3951,1763781,2019-01-08,C,10000.0,,,107000.0,4.0,218.89,11675.6,218.89,11675.6,0.0,0.0,0.0,0.0,8000.0,9404.16,-10052.55,-39924.27,1,0
3952,1739779,2019-01-08,C,10000.0,,,107000.0,4.0,0.0,28035.84,0.0,15294.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34725.16,1,0
3953,1751035,2019-01-08,C,10000.0,,,107000.0,11.0,81464.0,1026232.0,41028.0,3445.0,0.0,0.0,453724.0,16797.0,0.0,0.0,-80083.0,-401626.0,1,0
3955,1754118,2019-01-09,C,9997.0,,,106990.0,5.0,21484.0,7695.900000000001,21214.0,7370.95,0.0,0.0,77820.0,52440.64,0.0,0.0,6670.0,1119.12,1,0
3957,1763819,2019-01-09,C,9999.0,,,106999.5,6.0,12641.0,19410.0,10421.0,16471.0,1341.0,10.0,0.0,29012.0,48410.0,58870.0,64565.0,57612.0,1,1
3959,1762188,2019-01-09,C,10000.0,,,107000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3969,1759125,2019-01-10,C,25000.0,,,107000.0,4.0,47211.0,0.0,40373.0,0.0,6838.0,0.0,22937.0,0.0,0.0,0.0,-85924.63,0.0,1,1
3970,1764218,2019-01-10,C,10000.0,,,107000.0,6.0,214204.18,219758.27,48920.26,54301.46,0.0,0.0,55499.37,71398.56,264202.15,164340.41,-50470.64,-43403.0,1,0
3977,1764212,2019-01-14,C,50000.0,,,350000.0,2.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,0.0,1,1
3978,1701666,2019-01-14,C,50001.0,,,1070000.0,2.0,40701.0,46964.0,0.0,0.0,0.0,0.0,13685.0,11219.0,115663.0,119997.0,-86418.0,-75261.0,1,1
3979,1743563,2019-01-14,C,25000.0,,,1070000.0,6.0,124810.0,0.0,124810.0,0.0,0.0,0.0,0.0,0.0,165000.0,0.0,0.0,0.0,1,0
3982,1761248,2019-01-15,C,10000.0,,,107000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
3983,1763661,2019-01-15,C,50000.0,,,1070000.0,0.0,0.0,0.0,223865.59,173704.46,0.0,0.0,0.0,0.0,0.0,0.0,-99838.87,-76295.56,1,1
3989,1746327,2019-01-16,C,25000.0,,,1070000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
3990,1754578,2019-01-16,C,50000.0,,,1070000.0,2.0,197617.0,0.0,170912.0,0.0,955.0,0.0,125525.0,0.0,31666.0,0.0,0.0,0.0,1,1
3993,1736283,2019-01-17,C,1070000.0,,,1070000.0,8.0,641338.0,702451.0,307993.0,205742.0,0.0,0.0,964592.0,289305.0,0.0,0.0,-1636050.0,-648926.0,1,1
3994,1761623,2019-01-17,C,100000.0,,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,0.0,0.0,1,0
3995,1762107,2019-01-17,C,250000.0,,,1070000.0,1.0,1100.0,0.0,100.0,0.0,0.0,0.0,37994.0,0.0,0.0,0.0,-37894.0,0.0,1,0
4002,1739450,2019-01-18,C,25000.0,,,107000.0,6.0,731330.27,0.0,731330.5,0.0,0.0,0.0,552749.62,0.0,0.0,0.0,110275.82,0.0,1,1
4020,1661779,2019-01-22,C,1070000.0,,,1070000.0,31.0,2956855.0,3024889.0,954599.0,149177.0,159100.0,97578.0,0.0,0.0,0.0,0.0,-2209842.0,-3035031.0,1,1
4011,1758964,2019-01-22,C,25000.0,,,1070000.0,0.0,12184.0,9661.0,10139.0,9661.0,0.0,0.0,35402.0,35188.0,63319.0,15000.0,199509.0,240807.0,1,1
